Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41.0,No,Travel_Rarely,642.0,Research & Development,,,Life Sciences,,1999.0,4.0,Male,,3.0,1.0,Research Scientist,4.0,Married,,21412.0,,,No,22.0,4.0,1.0,80.0,1.0,12.0,3.0,3.0,5.0,3.0,1.0,0.0
Yes ,No,Travel_Rarely,943.0,Research & Development,9.0,3.0,Life Sciences,1.0,1344.0,4.0,Male,86.0,3.0,,Healthcare Representative,4.0,Divorced,8500.0,5494.0,,Y,No,11.0,3.0,4.0,80.0,,10.0,0.0,2.0,9.0,7.0,1.0,6.0
,No,Travel_Rarely,305.0,Research & Development,16.0,3.0,Life Sciences,,1763.0,3.0,Male,58.0,4.0,2.0,Healthcare Representative,3.0,Married,5294.0,9128.0,3.0,Y,No,16.0,3.0,3.0,,1.0,10.0,3.0,3.0,,0.0,,
,No,Travel_Rarely,619.0,Sales,,3.0,Marketing,1.0,600.0,2.0,Male,85.0,3.0,2.0,Sales Executive,3.0,Married,4717.0,18659.0,9.0,Y,,,3.0,3.0,80.0,,15.0,2.0,3.0,11.0,,,9.0
,No,Travel_Rarely,334.0,Research & Development,24.0,2.0,Life Sciences,1.0,223.0,3.0,Male,83.0,4.0,3.0,,4.0,Divorced,9439.0,23402.0,3.0,Y,Yes,16.0,3.0,2.0,80.0,1.0,12.0,2.0,1.0,5.0,3.0,1.0,4.0
,No,Non-Travel,1327.0,Sales,2.0,,Life Sciences,,361.0,4.0,Male,39.0,2.0,2.0,,4.0,Married,5249.0,19682.0,3.0,Y,,18.0,,4.0,80.0,1.0,13.0,0.0,3.0,8.0,7.0,7.0,
yes,No,Travel_Rarely,1082.0,Research & Development,9.0,4.0,Medical,1.0,,4.0,Female,43.0,3.0,1.0,Laboratory Technician,3.0,Married,2974.0,,9.0,Y,No,17.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,5.0,,1.0,
,No,,1467.0,Research & Development,20.0,,Life Sciences,,1475.0,4.0,Male,,3.0,,,2.0,Single,3420.0,21158.0,1.0,Y,,13.0,3.0,3.0,,0.0,6.0,,2.0,5.0,2.0,1.0,
41.0,No,Travel_Rarely,645.0,Sales,1.0,3.0,Marketing,1.0,,2.0,Male,,,3.0,Sales Executive,1.0,Married,8392.0,,1.0,Y,No,,3.0,3.0,80.0,1.0,10.0,2.0,3.0,,7.0,,7.0
yes,No,Travel_Rarely,,Research & Development,7.0,4.0,Medical,1.0,211.0,2.0,,34.0,2.0,2.0,Manufacturing Director,3.0,Married,6132.0,13983.0,,Y,No,17.0,3.0,3.0,80.0,0.0,,,3.0,1.0,,0.0,0.0
Yes ,No,Travel_Rarely,1342.0,Sales,,2.0,Medical,1.0,1548.0,1.0,Male,47.0,3.0,2.0,,1.0,Married,,19345.0,0.0,Y,No,12.0,3.0,,80.0,0.0,,5.0,4.0,8.0,4.0,7.0,1.0
40.0,No,Travel_Rarely,107.0,,10.0,,Technical Degree,1.0,1239.0,2.0,Female,84.0,2.0,2.0,Sales Executive,2.0,Divorced,6852.0,,7.0,,,12.0,3.0,2.0,,1.0,,2.0,4.0,,,1.0,3.0
yes,No,Travel_Rarely,,,10.0,,Human Resources,1.0,1408.0,,Female,31.0,3.0,4.0,,1.0,Married,16799.0,16616.0,,Y,No,14.0,3.0,3.0,80.0,1.0,21.0,5.0,3.0,,7.0,0.0,9.0
45.0,No,Travel_Rarely,,,25.0,2.0,Life Sciences,1.0,1888.0,2.0,Female,93.0,2.0,2.0,Manufacturing Director,4.0,,5906.0,23888.0,0.0,Y,No,,,4.0,80.0,2.0,10.0,2.0,2.0,,8.0,3.0,
yes,No,Non-Travel,667.0,,1.0,4.0,,1.0,2026.0,3.0,Male,57.0,3.0,,Healthcare Representative,3.0,Divorced,6306.0,26236.0,1.0,Y,No,21.0,4.0,1.0,80.0,,13.0,2.0,,,12.0,1.0,9.0
yes,No,Travel_Rarely,544.0,,2.0,1.0,Technical Degree,1.0,470.0,3.0,Male,52.0,,1.0,Human Resources,3.0,,2696.0,24017.0,0.0,Y,Yes,,3.0,,,1.0,4.0,5.0,3.0,3.0,2.0,1.0,0.0
,No,Travel_Rarely,1158.0,Research & Development,9.0,,Medical,,,4.0,Male,94.0,3.0,,,4.0,Married,2070.0,2613.0,1.0,Y,No,23.0,4.0,4.0,80.0,1.0,5.0,3.0,2.0,,2.0,,
37.0,Yes,Travel_Rarely,1373.0,Research & Development,,2.0,,1.0,4.0,,Male,92.0,2.0,1.0,Laboratory Technician,,Single,2090.0,2396.0,6.0,Y,Yes,,3.0,,80.0,0.0,7.0,,3.0,0.0,0.0,0.0,0.0
,No,Non-Travel,,Sales,9.0,4.0,,1.0,1117.0,2.0,,65.0,2.0,,Sales Executive,3.0,Married,,17970.0,1.0,Y,No,13.0,3.0,4.0,80.0,1.0,15.0,,3.0,15.0,10.0,4.0,12.0
30.0,,Non-Travel,641.0,Sales,25.0,,,1.0,475.0,4.0,Female,,,2.0,Sales Executive,3.0,,4736.0,6069.0,7.0,Y,Yes,,3.0,,80.0,,4.0,,,,2.0,,2.0
32.0,Yes,Travel_Rarely,374.0,Research & Development,25.0,4.0,Life Sciences,,911.0,1.0,Male,87.0,3.0,1.0,Laboratory Technician,4.0,Single,2795.0,18016.0,1.0,Y,Yes,24.0,4.0,3.0,80.0,,1.0,2.0,1.0,1.0,0.0,0.0,1.0
27.0USD,No,Travel_Rarely,1354.0USD,,nanUSD,4.0,Technical Degree,1.0,,2.0,Male,41.0,3.0,,Research Scientist,2.0,Married,2226.0,6073.0,1.0,,No,11.0,3.0,3.0,80.0,1.0,6.0,3.0,2.0,5.0,3.0,1.0,2.0
33.0,No,Travel_Rarely,589.0,Research & Development,28.0,,Life Sciences,1.0,,2.0,Male,79.0,,2.0,Laboratory Technician,3.0,Married,5207.0,22949.0,1.0,,Yes,12.0,3.0,2.0,80.0,,15.0,3.0,,15.0,14.0,,7.0
Yes ,No,,,Research & Development,3.0,4.0,Medical,1.0,337.0,2.0,Male,73.0,,3.0,Research Director,3.0,Divorced,13675.0,13523.0,9.0,Y,No,12.0,3.0,1.0,80.0,1.0,9.0,3.0,3.0,2.0,2.0,,2.0
,No,,228.0,Sales,3.0,3.0,Life Sciences,,1527.0,3.0,Female,51.0,3.0,4.0,Manager,2.0,Married,,11380.0,8.0,Y,No,12.0,,4.0,80.0,1.0,23.0,2.0,4.0,13.0,12.0,5.0,1.0
27.0,,,,Research & Development,15.0,,,1.0,1870.0,4.0,Female,77.0,2.0,1.0,Research Scientist,1.0,Married,4774.0,,0.0,Y,,19.0,3.0,4.0,80.0,1.0,,2.0,2.0,7.0,6.0,7.0,3.0
42.0,No,,,,1.0,4.0,,1.0,517.0,2.0,Female,95.0,3.0,1.0,,1.0,Divorced,2576.0,,3.0,,No,16.0,3.0,,80.0,1.0,8.0,5.0,3.0,5.0,2.0,,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yes,Travel_Rarely,660.0,Research & Development,15.0,,Other,1.0,1052.0,1.0,Male,81.0,3.0,2.0,Laboratory Technician,,Divorced,4834.0,7858.0,,,,14.0,3.0,2.0,80.0,1.0,,3.0,,1.0,,0.0,0.0
52.0,No,Travel_Rarely,1053.0,Research & Development,1.0,2.0,Life Sciences,1.0,976.0,4.0,,70.0,3.0,4.0,Manager,,Married,17099.0,13829.0,2.0,,No,15.0,,2.0,80.0,1.0,26.0,2.0,2.0,9.0,8.0,,8.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,No,Travel_Rarely,683.0,Research & Development,2.0,1.0,,1.0,,1.0,Male,36.0,2.0,,Research Scientist,,Single,3904.0,,0.0,Y,No,12.0,,4.0,80.0,,5.0,2.0,3.0,4.0,3.0,1.0,
49.0,No,Travel_Rarely,464.0,,16.0,3.0,Medical,1.0,,4.0,Female,,3.0,1.0,Laboratory Technician,1.0,Divorced,2587.0,24941.0,,Y,Yes,16.0,3.0,2.0,80.0,1.0,17.0,2.0,,2.0,,,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,,Travel_Rarely,,Research & Development,3.0,2.0,Life Sciences,1.0,1664.0,4.0,Male,79.0,4.0,,Healthcare Representative,,Divorced,6842.0,26308.0,,,No,20.0,4.0,1.0,80.0,,,3.0,3.0,,4.0,0.0,4.0
yes,Yes,,1376.0USD,,1.0USD,2.0,Medical,1.0,1098.0,2.0,Male,91.0,2.0,3.0,Human Resources,1.0,Married,10482.0,2326.0,9.0,Y,No,,3.0,4.0,,,,1.0,3.0,,6.0,3.0,6.0
yes,,Travel_Rarely,691.0,Sales,7.0,3.0,Marketing,1.0,438.0,4.0,Male,73.0,3.0,,,4.0,Divorced,7547.0,7143.0,,Y,No,12.0,,4.0,,3.0,13.0,3.0,,7.0,7.0,1.0,7.0
,,Travel_Rarely,1342.0,Sales,9.0,2.0,Medical,1.0,1548.0,1.0,Male,47.0,3.0,2.0,,1.0,Married,,19345.0,0.0,Y,No,12.0,3.0,4.0,80.0,,9.0,5.0,4.0,8.0,4.0,7.0,1.0
30.0,No,Travel_Rarely,852.0,Sales,10.0,3.0,Marketing,1.0,1179.0,3.0,Male,,2.0,2.0,Sales Executive,3.0,,,2706.0,1.0,,No,18.0,3.0,,80.0,1.0,10.0,3.0,3.0,10.0,3.0,1.0,4.0
38.0,,Travel_Rarely,,Sales,2.0,2.0,Marketing,1.0,1125.0,4.0,Male,,3.0,3.0,Sales Executive,2.0,Single,7351.0,20619.0,7.0,Y,No,16.0,,3.0,80.0,0.0,10.0,,3.0,1.0,,0.0,0.0
Yes ,,Travel_Frequently,,Research & Development,1.0,,,1.0,792.0,1.0,Female,71.0,1.0,,Laboratory Technician,4.0,Divorced,4364.0,5288.0,3.0,,No,14.0,3.0,1.0,80.0,,5.0,2.0,3.0,2.0,2.0,2.0,0.0
31.0,Yes,,667.0,Sales,1.0,4.0,,1.0,1427.0,2.0,Female,50.0,1.0,1.0,Sales Representative,3.0,Single,1359.0,16154.0,1.0,Y,No,12.0,,2.0,80.0,0.0,1.0,3.0,3.0,,0.0,0.0,0.0
yes,No,Travel_Rarely,204.0,,14.0,,Technical Degree,1.0,666.0,3.0,Female,31.0,3.0,1.0,,3.0,Divorced,,,1.0,Y,Yes,18.0,3.0,4.0,,2.0,8.0,3.0,3.0,8.0,2.0,0.0,
,No,Travel_Rarely,1179.0,Sales,2.0,,Medical,1.0,1706.0,4.0,Male,73.0,3.0,2.0,Sales Executive,4.0,,7847.0,6069.0,1.0,Y,,17.0,,,80.0,,10.0,3.0,3.0,10.0,,8.0,8.0
Yes ,No,Non-Travel,894.0,,1.0,,Medical,1.0,1662.0,,Female,33.0,2.0,2.0,Manufacturing Director,3.0,Married,4374.0,15411.0,0.0,,No,15.0,3.0,3.0,80.0,0.0,,6.0,3.0,3.0,,1.0,2.0
18.0,No,,812.0,Sales,10.0,3.0,Medical,1.0,411.0,4.0,Female,69.0,2.0,1.0,Sales Representative,3.0,Single,1200.0,9724.0,1.0,Y,No,12.0,3.0,1.0,80.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
yes,No,Travel_Rarely,1277.0,Sales,2.0,3.0,Life Sciences,1.0,1732.0,3.0,,74.0,3.0,3.0,Sales Executive,4.0,Divorced,10368.0,5596.0,,Y,Yes,12.0,3.0,2.0,80.0,1.0,13.0,5.0,2.0,10.0,6.0,0.0,3.0
33.0,,Travel_Rarely,924.0,,2.0,3.0,Medical,1.0,39.0,3.0,Male,78.0,,1.0,Laboratory Technician,,Single,2496.0,,4.0,Y,No,,,4.0,80.0,0.0,7.0,,3.0,1.0,1.0,0.0,0.0
yes,No,Travel_Rarely,1079.0,Sales,10.0,,Medical,1.0,1912.0,3.0,Female,,3.0,,Sales Executive,4.0,Divorced,6583.0,20115.0,2.0,Y,Yes,11.0,3.0,4.0,80.0,1.0,8.0,2.0,3.0,5.0,2.0,1.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,No,,536.0,Sales,10.0,5.0,,1.0,,4.0,Male,82.0,4.0,,Sales Executive,3.0,,,21708.0,0.0,Y,Yes,,3.0,4.0,80.0,2.0,10.0,3.0,3.0,,8.0,0.0,8.0
nanUSD,No,Travel_Rarely,741.0USD,Research & Development,2.0USD,4.0,Life Sciences,1.0,1721.0,2.0,Male,69.0,3.0,1.0,Laboratory Technician,3.0,Married,,18103.0,1.0,Y,,,,4.0,,1.0,6.0,2.0,4.0,5.0,,,3.0
yes,No,Travel_Rarely,177.0,Research & Development,8.0,3.0,Life Sciences,1.0,920.0,,Female,55.0,3.0,2.0,Manufacturing Director,2.0,Divorced,4765.0,,4.0,,,21.0,4.0,3.0,80.0,1.0,,2.0,4.0,,0.0,0.0,0.0
49.0,No,Travel_Rarely,464.0,,16.0,3.0,Medical,1.0,,4.0,Female,,3.0,1.0,Laboratory Technician,1.0,Divorced,2587.0,24941.0,,Y,Yes,16.0,3.0,2.0,80.0,1.0,17.0,2.0,,2.0,,,2.0
yes,No,Travel_Frequently,1302.0USD,Research & Development,6.0USD,4.0,,,1594.0,1.0,Male,,4.0,,Laboratory Technician,1.0,Married,,19711.0,3.0,Y,,13.0,3.0,4.0,80.0,1.0,9.0,3.0,3.0,,2.0,0.0,2.0
yes,Yes,Travel_Rarely,621.0,Research & Development,15.0,3.0,Medical,1.0,1295.0,1.0,Female,73.0,3.0,3.0,Healthcare Representative,4.0,Married,7978.0,14075.0,1.0,Y,,11.0,3.0,4.0,80.0,1.0,10.0,2.0,3.0,,7.0,0.0,5.0
yes,No,Travel_Rarely,583.0,Research & Development,4.0,2.0,Life Sciences,1.0,1275.0,3.0,Male,53.0,3.0,1.0,Research Scientist,,Single,,9973.0,1.0,Y,Yes,20.0,4.0,2.0,80.0,0.0,,2.0,2.0,8.0,,2.0,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,No,,654.0,Research & Development,5.0,3.0,Life Sciences,1.0,1099.0,4.0,Male,34.0,2.0,3.0,,4.0,,7119.0,21214.0,4.0,Y,No,,3.0,3.0,80.0,1.0,,2.0,3.0,,2.0,1.0,2.0
,No,Travel_Rarely,581.0,Research & Development,1.0,2.0,Life Sciences,1.0,2007.0,4.0,Male,63.0,3.0,1.0,,3.0,Single,,17624.0,0.0,Y,No,,3.0,4.0,80.0,0.0,4.0,2.0,4.0,,2.0,1.0,
Yes ,No,Travel_Frequently,884.0,,23.0,,Medical,1.0,2061.0,3.0,Male,41.0,4.0,,Laboratory Technician,4.0,Married,2571.0,12290.0,4.0,Y,No,17.0,3.0,3.0,80.0,1.0,17.0,3.0,3.0,5.0,2.0,,3.0
yes,No,Travel_Frequently,,Research & Development,15.0,3.0,Medical,1.0,1485.0,2.0,Male,71.0,,4.0,,,,,11929.0,7.0,Y,No,14.0,3.0,4.0,80.0,2.0,,3.0,2.0,,,6.0,9.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Yes,Travel_Frequently,381.0,Research & Development,9.0,3.0,Medical,1.0,1494.0,2.0,,89.0,,1.0,Laboratory Technician,1.0,Single,3172.0,16998.0,2.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,,2.0,2.0,0.0,,,0.0
30.0,,Travel_Rarely,911.0,Research & Development,1.0,2.0,Medical,1.0,1989.0,4.0,Male,76.0,3.0,,Laboratory Technician,2.0,Married,3748.0,4077.0,1.0,Y,No,13.0,,3.0,80.0,0.0,12.0,6.0,2.0,12.0,8.0,1.0,7.0
24.0,,Travel_Frequently,535.0,Sales,24.0,3.0,Medical,1.0,632.0,4.0,Male,38.0,3.0,1.0,,4.0,,2400.0,5530.0,0.0,,No,13.0,,,80.0,,3.0,3.0,3.0,2.0,2.0,2.0,1.0
yes,,Travel_Rarely,1316.0,,29.0,3.0,Medical,1.0,192.0,3.0,Male,83.0,3.0,,,4.0,Single,3452.0,9752.0,5.0,Y,No,13.0,3.0,2.0,80.0,,9.0,2.0,2.0,6.0,,0.0,3.0
,No,Travel_Rarely,,,6.0,1.0,Life Sciences,,1661.0,3.0,Female,,2.0,4.0,Healthcare Representative,3.0,Married,13966.0,11652.0,2.0,Y,Yes,19.0,,2.0,80.0,1.0,30.0,3.0,3.0,,11.0,2.0,12.0
34.0,No,Travel_Rarely,810.0,Sales,8.0,2.0,Technical Degree,,1823.0,2.0,Male,92.0,4.0,2.0,Sales Executive,3.0,Married,6799.0,22128.0,,Y,No,21.0,4.0,3.0,,2.0,10.0,,3.0,10.0,8.0,4.0,
36.0,No,,852.0,Research & Development,5.0,,Life Sciences,,51.0,2.0,Female,82.0,,1.0,Research Scientist,1.0,Married,3419.0,,9.0,Y,Yes,14.0,,4.0,80.0,1.0,,3.0,4.0,1.0,1.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,No,Travel_Rarely,1146.0,Human Resources,26.0,,,1.0,,3.0,Female,31.0,3.0,,Human Resources,4.0,Single,,16642.0,1.0,Y,Yes,16.0,3.0,3.0,80.0,,9.0,2.0,3.0,9.0,0.0,1.0,7.0
,Yes,Travel_Rarely,,Sales,15.0,2.0,Medical,1.0,,,Male,,1.0,2.0,Sales Executive,4.0,Divorced,5440.0,,,Y,,,3.0,4.0,80.0,,7.0,2.0,2.0,,2.0,2.0,2.0
yes,No,Travel_Rarely,1066.0USD,,2.0USD,,Medical,1.0,,,Male,32.0,4.0,2.0,,,Married,,3334.0,1.0,Y,No,,3.0,2.0,80.0,0.0,8.0,2.0,,8.0,7.0,1.0,3.0
yes,No,Travel_Frequently,,Sales,20.0,3.0,,1.0,293.0,4.0,Female,90.0,3.0,,,3.0,Single,9981.0,12916.0,1.0,Y,No,14.0,3.0,4.0,,,7.0,,,,7.0,0.0,
49.0,No,Travel_Rarely,,Research & Development,,4.0,Other,1.0,1655.0,1.0,Female,72.0,3.0,4.0,Research Director,2.0,Married,16413.0,3498.0,3.0,Y,No,16.0,3.0,2.0,80.0,2.0,27.0,2.0,3.0,4.0,2.0,1.0,2.0
39.0,No,Non-Travel,792.0,,1.0,3.0,Life Sciences,1.0,1737.0,4.0,Male,77.0,3.0,2.0,Laboratory Technician,4.0,Married,6472.0,,,Y,,15.0,3.0,,80.0,,9.0,,3.0,9.0,8.0,5.0,
43.0,Yes,Travel_Frequently,807.0,Research & Development,17.0,3.0,Technical Degree,1.0,,3.0,Male,,2.0,1.0,Research Scientist,,Married,,15587.0,9.0,Y,Yes,16.0,3.0,,80.0,,6.0,4.0,,1.0,0.0,0.0,0.0
yes,No,Travel_Frequently,nanUSD,Research & Development,1.0USD,3.0,Life Sciences,1.0,,3.0,Female,,3.0,2.0,Manufacturing Director,2.0,Divorced,,26767.0,1.0,,No,20.0,4.0,1.0,80.0,,,6.0,1.0,6.0,5.0,1.0,4.0
,No,Non-Travel,,Sales,6.0,3.0,Medical,,302.0,4.0,Female,,2.0,3.0,Sales Executive,4.0,,8865.0,16840.0,,Y,No,12.0,,,80.0,0.0,,2.0,3.0,19.0,7.0,,8.0
24.0,No,Travel_Rarely,,Sales,3.0,,,1.0,,,Female,33.0,3.0,,Sales Executive,3.0,Married,,17519.0,0.0,,,21.0,,,80.0,1.0,4.0,2.0,,3.0,2.0,0.0,2.0
Yes ,No,Travel_Rarely,,Sales,16.0,,Life Sciences,1.0,1583.0,2.0,Female,90.0,3.0,2.0,Sales Executive,2.0,Single,4198.0,16379.0,2.0,Y,,12.0,3.0,2.0,80.0,0.0,8.0,5.0,4.0,3.0,2.0,1.0,2.0
41.0,No,Non-Travel,,Research & Development,7.0,,Life Sciences,1.0,1035.0,2.0,Female,55.0,1.0,5.0,Research Director,3.0,,19973.0,20284.0,1.0,Y,No,22.0,4.0,2.0,80.0,,21.0,3.0,,21.0,16.0,,10.0
55.0,,Travel_Rarely,692.0,Research & Development,14.0,4.0,Medical,1.0,,3.0,Male,61.0,4.0,5.0,Research Director,,Single,18722.0,13339.0,8.0,Y,No,11.0,,4.0,,0.0,36.0,3.0,3.0,24.0,15.0,2.0,15.0
,No,Travel_Frequently,635.0,Research & Development,,1.0,Medical,1.0,286.0,2.0,Female,73.0,,1.0,Laboratory Technician,4.0,Single,2153.0,7703.0,1.0,Y,No,13.0,,1.0,80.0,0.0,8.0,2.0,3.0,8.0,,1.0,
yes,No,Travel_Rarely,nanUSD,Research & Development,10.0USD,,Life Sciences,1.0,,,Male,80.0,4.0,1.0,Research Scientist,4.0,,4680.0,,3.0,Y,No,17.0,3.0,1.0,80.0,0.0,,,3.0,1.0,0.0,,0.0
55.0,No,Non-Travel,177.0,Research & Development,8.0,1.0,Medical,1.0,1278.0,4.0,Male,37.0,2.0,4.0,,2.0,Divorced,13577.0,,1.0,Y,,15.0,3.0,4.0,80.0,1.0,,3.0,3.0,33.0,9.0,,0.0
46.0,,Travel_Rarely,,,8.0,4.0,Life Sciences,1.0,,4.0,,74.0,2.0,2.0,Research Scientist,,Divorced,4615.0,,8.0,Y,Yes,23.0,4.0,1.0,,3.0,19.0,2.0,3.0,16.0,13.0,1.0,7.0
yes,No,Travel_Frequently,966.0,,,4.0,Life Sciences,1.0,1245.0,4.0,,53.0,3.0,,Manufacturing Director,3.0,Divorced,10502.0,9659.0,7.0,Y,No,17.0,,1.0,80.0,,33.0,2.0,,5.0,4.0,1.0,4.0
31.0,No,Travel_Rarely,,,1.0,4.0,,,95.0,,,87.0,3.0,1.0,Research Scientist,,Single,2501.0,,1.0,Y,No,17.0,3.0,,80.0,0.0,1.0,4.0,3.0,,1.0,,0.0
34.0,No,Travel_Rarely,,Research & Development,19.0,3.0,Life Sciences,1.0,,2.0,Female,35.0,2.0,1.0,Research Scientist,4.0,Married,2929.0,20338.0,,Y,,12.0,3.0,2.0,80.0,0.0,,3.0,3.0,10.0,9.0,8.0,7.0
,Yes,Travel_Rarely,885.0,Research & Development,16.0,4.0,Life Sciences,1.0,1042.0,,Female,43.0,,1.0,Laboratory Technician,1.0,Single,,8269.0,,Y,No,16.0,3.0,3.0,,0.0,,,3.0,,,15.0,
48.0,No,Travel_Rarely,,Research & Development,1.0,3.0,Life Sciences,,1263.0,,,76.0,2.0,5.0,Research Director,4.0,Single,18265.0,8733.0,,Y,No,12.0,3.0,3.0,80.0,,25.0,3.0,4.0,1.0,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,No,,142.0,Research & Development,3.0,3.0,Life Sciences,,309.0,3.0,Male,,,1.0,Research Scientist,4.0,Married,,8456.0,3.0,Y,No,17.0,3.0,1.0,,1.0,7.0,,3.0,1.0,0.0,0.0,0.0
50.0,No,Non-Travel,881.0,,,4.0,Life Sciences,1.0,905.0,1.0,Male,98.0,3.0,,Manager,1.0,,17924.0,4544.0,1.0,Y,No,,3.0,4.0,80.0,1.0,31.0,3.0,,,,14.0,
33.0,No,Travel_Frequently,970.0,Sales,7.0,3.0,Life Sciences,1.0,1114.0,4.0,,,3.0,,Sales Executive,2.0,Married,4302.0,,,Y,No,17.0,3.0,,80.0,1.0,4.0,3.0,3.0,3.0,,0.0,2.0
38.0USD,,Travel_Rarely,1261.0USD,Research & Development,2.0USD,4.0,Life Sciences,1.0,271.0,4.0,Male,88.0,3.0,,Manufacturing Director,,Married,6553.0,,9.0,,No,,3.0,2.0,80.0,0.0,14.0,3.0,3.0,1.0,,0.0,0.0
yes,,Travel_Rarely,819.0,Research & Development,18.0,5.0,Life Sciences,,1621.0,2.0,Male,48.0,4.0,2.0,,1.0,Married,5208.0,26312.0,1.0,Y,No,11.0,3.0,4.0,80.0,0.0,16.0,2.0,3.0,16.0,15.0,1.0,10.0
35.0,No,Travel_Rarely,,Research & Development,,4.0,Medical,1.0,2008.0,2.0,Male,48.0,3.0,,Research Scientist,3.0,,5098.0,18698.0,1.0,Y,No,19.0,3.0,2.0,80.0,0.0,10.0,5.0,3.0,,,0.0,8.0
38.0,No,,119.0,Sales,3.0,3.0,Life Sciences,1.0,307.0,1.0,Male,76.0,3.0,3.0,,,Divorced,10609.0,9647.0,0.0,,No,12.0,3.0,3.0,80.0,2.0,,6.0,2.0,16.0,,5.0,13.0
27.0USD,No,,1240.0USD,Research & Development,2.0USD,4.0,Life Sciences,1.0,54.0,4.0,Female,33.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2341.0,19715.0,1.0,Y,No,13.0,,,,1.0,1.0,6.0,3.0,1.0,0.0,,0.0
,No,Travel_Rarely,144.0,Research & Development,22.0,3.0,Life Sciences,1.0,,4.0,Male,46.0,1.0,,Laboratory Technician,3.0,Single,4230.0,19225.0,0.0,Y,No,15.0,3.0,3.0,80.0,0.0,,,,,4.0,,3.0
25.0,No,Travel_Rarely,882.0,Research & Development,19.0,1.0,Medical,1.0,1358.0,4.0,Male,,,1.0,Laboratory Technician,4.0,Married,3669.0,9075.0,,Y,No,11.0,3.0,3.0,80.0,3.0,7.0,6.0,2.0,3.0,2.0,1.0,2.0
yes,No,Travel_Frequently,124.0,,2.0,3.0,Marketing,1.0,,3.0,,38.0,2.0,3.0,Sales Executive,2.0,Married,7525.0,23537.0,2.0,Y,No,12.0,3.0,1.0,80.0,,30.0,,3.0,15.0,7.0,6.0,
,Yes,Travel_Rarely,408.0,,23.0,1.0,Life Sciences,1.0,1165.0,4.0,Female,45.0,2.0,3.0,Sales Executive,1.0,Married,7336.0,11162.0,,Y,No,13.0,3.0,1.0,,1.0,,3.0,1.0,11.0,,,
28.0,,Travel_Rarely,,Research & Development,,4.0,Life Sciences,1.0,364.0,,Male,79.0,3.0,1.0,,,,3485.0,,,Y,No,11.0,3.0,3.0,80.0,0.0,5.0,5.0,,0.0,0.0,0.0,0.0
39.0,No,Non-Travel,1485.0,Research & Development,25.0,2.0,Life Sciences,1.0,,3.0,Male,71.0,3.0,3.0,Healthcare Representative,3.0,Married,,3449.0,3.0,,No,21.0,4.0,2.0,80.0,1.0,13.0,2.0,3.0,,4.0,,5.0
29.0,Yes,Travel_Rarely,992.0,Research & Development,1.0,3.0,Technical Degree,1.0,300.0,3.0,Male,85.0,3.0,1.0,,,Single,2058.0,,,Y,No,14.0,,,80.0,0.0,7.0,1.0,2.0,6.0,,,5.0
2400.0,No,Travel_Rarely,59920.0,Research & Development,1160.0,3.0,Medical,1.0,466.0,,Male,,2.0,2.0,,,Single,6032.0,10110.0,,Y,,15.0,3.0,4.0,80.0,0.0,8.0,3.0,3.0,5.0,,1.0,2.0
33.0,No,Travel_Frequently,1392.0,Research & Development,,4.0,Life Sciences,1.0,5.0,4.0,,56.0,3.0,1.0,Research Scientist,3.0,Married,2909.0,23159.0,1.0,Y,Yes,11.0,,3.0,80.0,0.0,8.0,3.0,3.0,8.0,7.0,3.0,0.0
37.0,No,Travel_Rarely,1319.0,,,3.0,,1.0,474.0,,Male,51.0,,2.0,Research Scientist,1.0,Divorced,5974.0,17001.0,4.0,Y,Yes,13.0,3.0,1.0,80.0,2.0,13.0,,3.0,7.0,7.0,6.0,7.0
58.0,,Travel_Rarely,289.0,Research & Development,2.0,,Technical Degree,1.0,,,Male,51.0,3.0,1.0,Research Scientist,,,2479.0,26227.0,4.0,,No,24.0,4.0,,80.0,0.0,7.0,4.0,3.0,1.0,0.0,,0.0
